Región;País;Rango de Edad;Profesión;Clase Social; Ingresos Anuales (USD) ;Invierte;Instrumento de Inversión
Europa;Alemania;26-35;Contador;Baja; $ 9.142,80 ;Si;Oro
Europa;Francia;26-35;Abogado;Baja; $ 9.981,00 ;Si;Bonos
NorteAmérica;EE.UU.;36-45;Médico;Media; $ 28.274,87 ;No;No invierte
América Latina;Brasil;46-55;Ingeniero;Baja; $ 14.540,51 ;Si;Oro
Europa;España;36-45;Artista;Baja; $ 5.059,35 ;No;No invierte
América Latina;Chile;66+;Abogado;Media; $ 62.191,61 ;Si;Bonos
América Latina;México;18-25;Contador;Baja; $ 10.102,00 ;Si;Oro
NorteAmérica;EE.UU.;56-65;Abogado;Baja; $ 9.933,06 ;Si;Oro
NorteAmérica;EE.UU.;66+;Médico;Media; $ 64.398,54 ;No;No invierte
NorteAmérica;Canadá;18-25;Médico;Baja; $ 13.077,92 ;Si;Fondos de inversiÃ³n
NorteAmérica;Canadá;66+;Médico;Alta; $ 145.766,27 ;Si;No invierte
NorteAmérica;EE.UU.;26-35;Científico;Alta; $ 475.171,68 ;No;No invierte
Europa;Reino Unido;26-35;Artista;Alta; $ 125.513,62 ;No;No invierte
NorteAmérica;EE.UU.;46-55;Desarrollador;Media; $ 50.972,54 ;No;No invierte
Europa;Países Bajos;36-45;Médico;Baja; $ 18.744,81 ;Si;Acciones
América Latina;Colombia;46-55;Científico;Media; $ 51.440,09 ;Si;Bonos
América Latina;Colombia;26-35;Científico;Baja; $ 16.026,90 ;No;No invierte
Europa;Francia;66+;Desarrollador;Media; $ 62.870,14 ;Si;Bonos
NorteAmérica;EE.UU.;36-45;Docente;Alta; $ 264.428,42 ;Si;Oro
NorteAmérica;EE.UU.;36-45;Artista;Alta; $ 250.062,87 ;Si;No invierte
NorteAmérica;Canadá;26-35;Desarrollador;Baja; $ 8.539,25 ;No;No invierte
NorteAmérica;EE.UU.;56-65;Científico;Alta; $ 182.516,15 ;Si;No invierte
América Latina;Colombia;66+;Funcionario;Alta; $ 259.643,32 ;No;No invierte
Europa;Francia;36-45;Empresario;Alta; $ 392.613,39 ;Si;Oro
América Latina;Chile;26-35;Desarrollador;Alta; $ 316.800,05 ;Si;Oro
América Latina;México;66+;Abogado;Baja; $ 17.955,59 ;Si;Bienes Raíces
NorteAmérica;EE.UU.;26-35;Ingeniero;Baja; $ 5.648,29 ;No;No invierte
América Latina;Chile;56-65;Docente;Media; $ 60.022,76 ;Si;Bienes Raíces
Europa;Alemania;66+;Contador;Media; $ 27.938,98 ;Si;Oro
Europa;Reino Unido;66+;Docente;Alta; $ 110.666,46 ;Si;Oro
América Latina;Brasil;18-25;Ingeniero;Media; $ 58.924,12 ;No;No invierte
NorteAmérica;Canadá;26-35;Desarrollador;Baja; $ 12.180,38 ;Si;Bienes Raíces
NorteAmérica;Canadá;46-55;Desarrollador;Media; $ 60.117,66 ;Si;Criptomonedas
NorteAmérica;EE.UU.;56-65;Docente;Media; $ 59.705,23 ;Si;No invierte
Europa;Italia;66+;Médico;Baja; $ 16.084,83 ;No;No invierte
NorteAmérica;Canadá;36-45;Artista;Media; $ 69.722,91 ;Si;Bonos
América Latina;Chile;46-55;Desarrollador;Media; $ 51.871,74 ;Si;Bonos
América Latina;Perú;18-25;Contador;Alta; $ 343.027,42 ;No;No invierte
NorteAmérica;Canadá;66+;Funcionario;Media; $ 68.930,39 ;Si;Bienes Raíces
América Latina;Perú;26-35;Médico;Media; $ 23.221,83 ;Si;Acciones
NorteAmérica;EE.UU.;66+;Científico;Media; $ 33.913,77 ;Si;Bonos
Europa;Países Bajos;66+;Ingeniero;Media; $ 26.397,50 ;No;No invierte
NorteAmérica;EE.UU.;66+;Funcionario;Media; $ 35.016,28 ;Si;Criptomonedas
América Latina;México;46-55;Funcionario;Alta; $ 81.564,70 ;No;No invierte
NorteAmérica;Canadá;46-55;Médico;Alta; $ 216.054,19 ;Si;Acciones
Europa;Alemania;18-25;Desarrollador;Alta; $ 382.138,46 ;Si;Fondos de inversiÃ³n
Europa;Francia;66+;Abogado;Baja; $ 6.798,52 ;Si;No invierte
América Latina;Argentina;56-65;Empresario;Media; $ 49.867,82 ;Si;Criptomonedas
América Latina;Chile;36-45;Docente;Media; $ 47.575,70 ;Si;No invierte
Europa;Francia;26-35;Ingeniero;Baja; $ 16.643,56 ;Si;No invierte
América Latina;Brasil;36-45;Docente;Alta; $ 418.857,45 ;Si;Criptomonedas
América Latina;Perú;66+;Abogado;Alta; $ 474.923,28 ;Si;Acciones
NorteAmérica;Canadá;18-25;Científico;Baja; $ 15.563,86 ;Si;Oro
América Latina;Brasil;66+;Abogado;Media; $ 21.578,98 ;No;No invierte
América Latina;Brasil;36-45;Artista;Media; $ 64.103,76 ;No;No invierte
Europa;Reino Unido;18-25;Contador;Baja; $ 5.094,84 ;Si;Fondos de inversiÃ³n
Europa;Países Bajos;18-25;Abogado;Alta; $ 131.727,32 ;Si;Criptomonedas
América Latina;México;56-65;Empresario;Media; $ 31.038,31 ;No;No invierte
América Latina;Argentina;26-35;Empresario;Alta; $ 124.141,49 ;Si;Bonos
NorteAmérica;EE.UU.;36-45;Funcionario;Baja; $ 10.547,39 ;Si;No invierte
América Latina;Colombia;46-55;Científico;Alta; $ 401.105,89 ;Si;Bonos
Europa;Reino Unido;18-25;Funcionario;Baja; $ 16.163,46 ;Si;Criptomonedas
NorteAmérica;Canadá;36-45;Abogado;Alta; $ 409.545,07 ;No;No invierte
NorteAmérica;Canadá;36-45;Ingeniero;Alta; $ 402.178,53 ;Si;Bienes Raíces
América Latina;Chile;66+;Desarrollador;Baja; $ 15.684,68 ;Si;No invierte
NorteAmérica;EE.UU.;56-65;Desarrollador;Baja; $ 15.167,65 ;Si;Acciones
NorteAmérica;Canadá;36-45;Desarrollador;Media; $ 65.800,14 ;Si;Oro
NorteAmérica;EE.UU.;66+;Médico;Media; $ 51.841,22 ;No;No invierte
Europa;España;36-45;Artista;Alta; $ 455.085,32 ;Si;Oro
NorteAmérica;EE.UU.;66+;Ingeniero;Media; $ 70.548,49 ;Si;Oro
NorteAmérica;EE.UU.;26-35;Médico;Media; $ 66.002,94 ;Si;Acciones
